emotion,pixels,Usage
2,imagesFer/8703.png,Training
3,imagesFer/8704.png,Training
2,imagesFer/8705.png,Training
0,imagesFer/8706.png,Training
6,imagesFer/8707.png,Training
4,imagesFer/8708.png,Training
3,imagesFer/8709.png,Training
0,imagesFer/8710.png,Training
6,imagesFer/8711.png,Training
2,imagesFer/8712.png,Training
3,imagesFer/8713.png,Training
3,imagesFer/8714.png,Training
5,imagesFer/8715.png,Training
0,imagesFer/8716.png,Training
4,imagesFer/8717.png,Training
4,imagesFer/8718.png,Training
0,imagesFer/8719.png,Training
0,imagesFer/8720.png,Training
0,imagesFer/8721.png,Training
3,imagesFer/8722.png,Training
4,imagesFer/8723.png,Training
6,imagesFer/8724.png,Training
3,imagesFer/8725.png,Training
1,imagesFer/8726.png,Training
0,imagesFer/8727.png,Training
2,imagesFer/8728.png,Training
3,imagesFer/8729.png,Training
2,imagesFer/8730.png,Training
4,imagesFer/8731.png,Training
6,imagesFer/8732.png,Training
3,imagesFer/8733.png,Training
0,imagesFer/8734.png,Training
2,imagesFer/8735.png,Training
5,imagesFer/8736.png,Training
3,imagesFer/8737.png,Training
4,imagesFer/8738.png,Training
6,imagesFer/8739.png,Training
3,imagesFer/8740.png,Training
2,imagesFer/8741.png,Training
3,imagesFer/8742.png,Training
3,imagesFer/8743.png,Training
4,imagesFer/8744.png,Training
3,imagesFer/8745.png,Training
2,imagesFer/8746.png,Training
0,imagesFer/8747.png,Training
6,imagesFer/8748.png,Training
0,imagesFer/8749.png,Training
6,imagesFer/8750.png,Training
4,imagesFer/8751.png,Training
6,imagesFer/8752.png,Training
3,imagesFer/8753.png,Training
2,imagesFer/8754.png,Training
6,imagesFer/8755.png,Training
3,imagesFer/8756.png,Training
6,imagesFer/8757.png,Training
4,imagesFer/8758.png,Training
3,imagesFer/8759.png,Training
2,imagesFer/8760.png,Training
4,imagesFer/8761.png,Training
3,imagesFer/8762.png,Training
6,imagesFer/8763.png,Training
0,imagesFer/8764.png,Training
6,imagesFer/8765.png,Training
3,imagesFer/8766.png,Training
0,imagesFer/8767.png,Training
6,imagesFer/8768.png,Training
0,imagesFer/8769.png,Training
6,imagesFer/8770.png,Training
2,imagesFer/8771.png,Training
0,imagesFer/8772.png,Training
4,imagesFer/8773.png,Training
3,imagesFer/8774.png,Training
3,imagesFer/8775.png,Training
5,imagesFer/8776.png,Training
4,imagesFer/8777.png,Training
2,imagesFer/8778.png,Training
4,imagesFer/8779.png,Training
2,imagesFer/8780.png,Training
2,imagesFer/8781.png,Training
6,imagesFer/8782.png,Training
4,imagesFer/8783.png,Training
6,imagesFer/8784.png,Training
6,imagesFer/8785.png,Training
5,imagesFer/8786.png,Training
2,imagesFer/8787.png,Training
6,imagesFer/8788.png,Training
2,imagesFer/8789.png,Training
2,imagesFer/8790.png,Training
6,imagesFer/8791.png,Training
0,imagesFer/8792.png,Training
3,imagesFer/8793.png,Training
5,imagesFer/8794.png,Training
2,imagesFer/8795.png,Training
2,imagesFer/8796.png,Training
2,imagesFer/8797.png,Training
6,imagesFer/8798.png,Training
6,imagesFer/8799.png,Training
3,imagesFer/8800.png,Training
2,imagesFer/8801.png,Training
6,imagesFer/8802.png,Training
5,imagesFer/8803.png,Training
4,imagesFer/8804.png,Training
2,imagesFer/8805.png,Training
4,imagesFer/8806.png,Training
6,imagesFer/8807.png,Training
6,imagesFer/8808.png,Training
6,imagesFer/8809.png,Training
4,imagesFer/8810.png,Training
5,imagesFer/8811.png,Training
2,imagesFer/8812.png,Training
4,imagesFer/8813.png,Training
4,imagesFer/8814.png,Training
6,imagesFer/8815.png,Training
5,imagesFer/8816.png,Training
6,imagesFer/8817.png,Training
2,imagesFer/8818.png,Training
2,imagesFer/8819.png,Training
3,imagesFer/8820.png,Training
3,imagesFer/8821.png,Training
2,imagesFer/8822.png,Training
1,imagesFer/8823.png,Training
0,imagesFer/8824.png,Training
3,imagesFer/8825.png,Training
0,imagesFer/8826.png,Training
4,imagesFer/8827.png,Training
3,imagesFer/8828.png,Training
6,imagesFer/8829.png,Training
2,imagesFer/8830.png,Training
3,imagesFer/8831.png,Training
6,imagesFer/8832.png,Training
3,imagesFer/8833.png,Training
4,imagesFer/8834.png,Training
4,imagesFer/8835.png,Training
3,imagesFer/8836.png,Training
5,imagesFer/8837.png,Training
3,imagesFer/8838.png,Training
2,imagesFer/8839.png,Training
0,imagesFer/8840.png,Training
2,imagesFer/8841.png,Training
6,imagesFer/8842.png,Training
6,imagesFer/8843.png,Training
2,imagesFer/8844.png,Training
4,imagesFer/8845.png,Training
4,imagesFer/8846.png,Training
3,imagesFer/8847.png,Training
2,imagesFer/8848.png,Training
2,imagesFer/8849.png,Training
6,imagesFer/8850.png,Training
4,imagesFer/8851.png,Training
2,imagesFer/8852.png,Training
3,imagesFer/8853.png,Training
6,imagesFer/8854.png,Training
4,imagesFer/8855.png,Training
3,imagesFer/8856.png,Training
3,imagesFer/8857.png,Training
0,imagesFer/8858.png,Training
5,imagesFer/8859.png,Training
6,imagesFer/8860.png,Training
3,imagesFer/8861.png,Training
6,imagesFer/8862.png,Training
6,imagesFer/8863.png,Training
3,imagesFer/8864.png,Training
4,imagesFer/8865.png,Training
4,imagesFer/8866.png,Training
3,imagesFer/8867.png,Training
6,imagesFer/8868.png,Training
5,imagesFer/8869.png,Training
4,imagesFer/8870.png,Training
2,imagesFer/8871.png,Training
6,imagesFer/8872.png,Training
5,imagesFer/8873.png,Training
6,imagesFer/8874.png,Training
4,imagesFer/8875.png,Training
4,imagesFer/8876.png,Training
1,imagesFer/8877.png,Training
2,imagesFer/8878.png,Training
4,imagesFer/8879.png,Training
6,imagesFer/8880.png,Training
2,imagesFer/8881.png,Training
6,imagesFer/8882.png,Training
6,imagesFer/8883.png,Training
6,imagesFer/8884.png,Training
4,imagesFer/8885.png,Training
3,imagesFer/8886.png,Training
0,imagesFer/8887.png,Training
3,imagesFer/8888.png,Training
3,imagesFer/8889.png,Training
4,imagesFer/8890.png,Training
6,imagesFer/8891.png,Training
4,imagesFer/8892.png,Training
1,imagesFer/8893.png,Training
6,imagesFer/8894.png,Training
5,imagesFer/8895.png,Training
4,imagesFer/8896.png,Training
0,imagesFer/8897.png,Training
6,imagesFer/8898.png,Training
5,imagesFer/8899.png,Training
0,imagesFer/8900.png,Training
0,imagesFer/8901.png,Training
0,imagesFer/8902.png,Training
3,imagesFer/8903.png,Training
3,imagesFer/8904.png,Training
6,imagesFer/8905.png,Training
5,imagesFer/8906.png,Training
6,imagesFer/8907.png,Training
3,imagesFer/8908.png,Training
4,imagesFer/8909.png,Training
6,imagesFer/8910.png,Training
4,imagesFer/8911.png,Training
6,imagesFer/8912.png,Training
3,imagesFer/8913.png,Training
3,imagesFer/8914.png,Training
3,imagesFer/8915.png,Training
0,imagesFer/8916.png,Training
5,imagesFer/8917.png,Training
4,imagesFer/8918.png,Training
6,imagesFer/8919.png,Training
5,imagesFer/8920.png,Training
0,imagesFer/8921.png,Training
0,imagesFer/8922.png,Training
4,imagesFer/8923.png,Training
3,imagesFer/8924.png,Training
4,imagesFer/8925.png,Training
5,imagesFer/8926.png,Training
6,imagesFer/8927.png,Training
5,imagesFer/8928.png,Training
2,imagesFer/8929.png,Training
0,imagesFer/8930.png,Training
3,imagesFer/8931.png,Training
2,imagesFer/8932.png,Training
3,imagesFer/8933.png,Training
0,imagesFer/8934.png,Training
3,imagesFer/8935.png,Training
3,imagesFer/8936.png,Training
6,imagesFer/8937.png,Training
0,imagesFer/8938.png,Training
2,imagesFer/8939.png,Training
3,imagesFer/8940.png,Training
4,imagesFer/8941.png,Training
4,imagesFer/8942.png,Training
3,imagesFer/8943.png,Training
5,imagesFer/8944.png,Training
3,imagesFer/8945.png,Training
6,imagesFer/8946.png,Training
4,imagesFer/8947.png,Training
1,imagesFer/8948.png,Training
3,imagesFer/8949.png,Training
5,imagesFer/8950.png,Training
6,imagesFer/8951.png,Training
0,imagesFer/8952.png,Training
4,imagesFer/8953.png,Training
0,imagesFer/8954.png,Training
4,imagesFer/8955.png,Training
3,imagesFer/8956.png,Training
0,imagesFer/8957.png,Training
4,imagesFer/8958.png,Training
5,imagesFer/8959.png,Training
3,imagesFer/8960.png,Training
0,imagesFer/8961.png,Training
4,imagesFer/8962.png,Training
4,imagesFer/8963.png,Training
5,imagesFer/8964.png,Training
0,imagesFer/8965.png,Training
3,imagesFer/8966.png,Training
4,imagesFer/8967.png,Training
6,imagesFer/8968.png,Training
0,imagesFer/8969.png,Training
2,imagesFer/8970.png,Training
5,imagesFer/8971.png,Training
6,imagesFer/8972.png,Training
5,imagesFer/8973.png,Training
4,imagesFer/8974.png,Training
5,imagesFer/8975.png,Training
6,imagesFer/8976.png,Training
4,imagesFer/8977.png,Training
2,imagesFer/8978.png,Training
5,imagesFer/8979.png,Training
6,imagesFer/8980.png,Training
4,imagesFer/8981.png,Training
2,imagesFer/8982.png,Training
2,imagesFer/8983.png,Training
6,imagesFer/8984.png,Training
3,imagesFer/8985.png,Training
6,imagesFer/8986.png,Training
6,imagesFer/8987.png,Training
4,imagesFer/8988.png,Training
4,imagesFer/8989.png,Training
2,imagesFer/8990.png,Training
6,imagesFer/8991.png,Training
0,imagesFer/8992.png,Training
3,imagesFer/8993.png,Training
3,imagesFer/8994.png,Training
6,imagesFer/8995.png,Training
3,imagesFer/8996.png,Training
4,imagesFer/8997.png,Training
0,imagesFer/8998.png,Training
5,imagesFer/8999.png,Training
6,imagesFer/9000.png,Training
4,imagesFer/9001.png,Training
0,imagesFer/9002.png,Training
4,imagesFer/9003.png,Training
3,imagesFer/9004.png,Training
3,imagesFer/9005.png,Training
4,imagesFer/9006.png,Training
3,imagesFer/9007.png,Training
4,imagesFer/9008.png,Training
3,imagesFer/9009.png,Training
0,imagesFer/9010.png,Training
6,imagesFer/9011.png,Training
0,imagesFer/9012.png,Training
4,imagesFer/9013.png,Training
6,imagesFer/9014.png,Training
4,imagesFer/9015.png,Training
6,imagesFer/9016.png,Training
5,imagesFer/9017.png,Training
6,imagesFer/9018.png,Training
0,imagesFer/9019.png,Training
3,imagesFer/9020.png,Training
5,imagesFer/9021.png,Training
5,imagesFer/9022.png,Training
1,imagesFer/9023.png,Training
5,imagesFer/9024.png,Training
4,imagesFer/9025.png,Training
2,imagesFer/9026.png,Training
3,imagesFer/9027.png,Training
4,imagesFer/9028.png,Training
6,imagesFer/9029.png,Training
0,imagesFer/9030.png,Training
5,imagesFer/9031.png,Training
4,imagesFer/9032.png,Training
3,imagesFer/9033.png,Training
2,imagesFer/9034.png,Training
2,imagesFer/9035.png,Training
5,imagesFer/9036.png,Training
2,imagesFer/9037.png,Training
5,imagesFer/9038.png,Training
6,imagesFer/9039.png,Training
2,imagesFer/9040.png,Training
0,imagesFer/9041.png,Training
3,imagesFer/9042.png,Training
1,imagesFer/9043.png,Training
2,imagesFer/9044.png,Training
6,imagesFer/9045.png,Training
6,imagesFer/9046.png,Training
4,imagesFer/9047.png,Training
2,imagesFer/9048.png,Training
2,imagesFer/9049.png,Training
6,imagesFer/9050.png,Training
4,imagesFer/9051.png,Training
6,imagesFer/9052.png,Training
2,imagesFer/9053.png,Training
6,imagesFer/9054.png,Training
6,imagesFer/9055.png,Training
0,imagesFer/9056.png,Training
3,imagesFer/9057.png,Training
4,imagesFer/9058.png,Training
0,imagesFer/9059.png,Training
3,imagesFer/9060.png,Training
6,imagesFer/9061.png,Training
2,imagesFer/9062.png,Training
3,imagesFer/9063.png,Training
6,imagesFer/9064.png,Training
4,imagesFer/9065.png,Training
4,imagesFer/9066.png,Training
4,imagesFer/9067.png,Training
0,imagesFer/9068.png,Training
6,imagesFer/9069.png,Training
3,imagesFer/9070.png,Training
3,imagesFer/9071.png,Training
6,imagesFer/9072.png,Training
4,imagesFer/9073.png,Training
6,imagesFer/9074.png,Training
2,imagesFer/9075.png,Training
6,imagesFer/9076.png,Training
3,imagesFer/9077.png,Training
3,imagesFer/9078.png,Training
3,imagesFer/9079.png,Training
6,imagesFer/9080.png,Training
3,imagesFer/9081.png,Training
4,imagesFer/9082.png,Training
6,imagesFer/9083.png,Training
3,imagesFer/9084.png,Training
3,imagesFer/9085.png,Training
3,imagesFer/9086.png,Training
4,imagesFer/9087.png,Training
4,imagesFer/9088.png,Training
5,imagesFer/9089.png,Training
1,imagesFer/9090.png,Training
5,imagesFer/9091.png,Training
6,imagesFer/9092.png,Training
5,imagesFer/9093.png,Training
3,imagesFer/9094.png,Training
4,imagesFer/9095.png,Training
3,imagesFer/9096.png,Training
0,imagesFer/9097.png,Training
2,imagesFer/9098.png,Training
6,imagesFer/9099.png,Training
0,imagesFer/9100.png,Training
2,imagesFer/9101.png,Training
4,imagesFer/9102.png,Training
0,imagesFer/9103.png,Training
0,imagesFer/9104.png,Training
4,imagesFer/9105.png,Training
6,imagesFer/9106.png,Training
3,imagesFer/9107.png,Training
2,imagesFer/9108.png,Training
5,imagesFer/9109.png,Training
0,imagesFer/9110.png,Training
3,imagesFer/9111.png,Training
3,imagesFer/9112.png,Training
3,imagesFer/9113.png,Training
3,imagesFer/9114.png,Training
5,imagesFer/9115.png,Training
3,imagesFer/9116.png,Training
2,imagesFer/9117.png,Training
5,imagesFer/9118.png,Training
4,imagesFer/9119.png,Training
3,imagesFer/9120.png,Training
2,imagesFer/9121.png,Training
3,imagesFer/9122.png,Training
3,imagesFer/9123.png,Training
2,imagesFer/9124.png,Training
3,imagesFer/9125.png,Training
2,imagesFer/9126.png,Training
5,imagesFer/9127.png,Training
6,imagesFer/9128.png,Training
3,imagesFer/9129.png,Training
2,imagesFer/9130.png,Training
3,imagesFer/9131.png,Training
2,imagesFer/9132.png,Training
3,imagesFer/9133.png,Training
3,imagesFer/9134.png,Training
3,imagesFer/9135.png,Training
5,imagesFer/9136.png,Training
2,imagesFer/9137.png,Training
4,imagesFer/9138.png,Training
3,imagesFer/9139.png,Training
2,imagesFer/9140.png,Training
5,imagesFer/9141.png,Training
4,imagesFer/9142.png,Training
6,imagesFer/9143.png,Training
3,imagesFer/9144.png,Training
1,imagesFer/9145.png,Training
3,imagesFer/9146.png,Training
3,imagesFer/9147.png,Training
2,imagesFer/9148.png,Training
6,imagesFer/9149.png,Training
2,imagesFer/9150.png,Training
4,imagesFer/9151.png,Training
3,imagesFer/9152.png,Training
4,imagesFer/9153.png,Training
4,imagesFer/9154.png,Training
3,imagesFer/9155.png,Training
0,imagesFer/9156.png,Training
5,imagesFer/9157.png,Training
4,imagesFer/9158.png,Training
1,imagesFer/9159.png,Training
3,imagesFer/9160.png,Training
2,imagesFer/9161.png,Training
5,imagesFer/9162.png,Training
3,imagesFer/9163.png,Training
5,imagesFer/9164.png,Training
3,imagesFer/9165.png,Training
3,imagesFer/9166.png,Training
3,imagesFer/9167.png,Training
0,imagesFer/9168.png,Training
3,imagesFer/9169.png,Training
6,imagesFer/9170.png,Training
4,imagesFer/9171.png,Training
4,imagesFer/9172.png,Training
0,imagesFer/9173.png,Training
3,imagesFer/9174.png,Training
6,imagesFer/9175.png,Training
0,imagesFer/9176.png,Training
4,imagesFer/9177.png,Training
3,imagesFer/9178.png,Training
2,imagesFer/9179.png,Training
3,imagesFer/9180.png,Training
4,imagesFer/9181.png,Training
4,imagesFer/9182.png,Training
6,imagesFer/9183.png,Training
3,imagesFer/9184.png,Training
5,imagesFer/9185.png,Training
6,imagesFer/9186.png,Training
2,imagesFer/9187.png,Training
4,imagesFer/9188.png,Training
1,imagesFer/9189.png,Training
6,imagesFer/9190.png,Training
4,imagesFer/9191.png,Training
3,imagesFer/9192.png,Training
0,imagesFer/9193.png,Training
2,imagesFer/9194.png,Training
6,imagesFer/9195.png,Training
0,imagesFer/9196.png,Training
3,imagesFer/9197.png,Training
5,imagesFer/9198.png,Training
5,imagesFer/9199.png,Training
2,imagesFer/9200.png,Training
4,imagesFer/9201.png,Training
3,imagesFer/9202.png,Training
2,imagesFer/9203.png,Training
1,imagesFer/9204.png,Training
2,imagesFer/9205.png,Training
3,imagesFer/9206.png,Training
2,imagesFer/9207.png,Training
0,imagesFer/9208.png,Training
6,imagesFer/9209.png,Training
6,imagesFer/9210.png,Training
2,imagesFer/9211.png,Training
3,imagesFer/9212.png,Training
4,imagesFer/9213.png,Training
4,imagesFer/9214.png,Training
6,imagesFer/9215.png,Training
2,imagesFer/9216.png,Training
2,imagesFer/9217.png,Training
6,imagesFer/9218.png,Training
4,imagesFer/9219.png,Training
3,imagesFer/9220.png,Training
6,imagesFer/9221.png,Training
3,imagesFer/9222.png,Training
6,imagesFer/9223.png,Training
6,imagesFer/9224.png,Training
2,imagesFer/9225.png,Training
4,imagesFer/9226.png,Training
2,imagesFer/9227.png,Training
5,imagesFer/9228.png,Training
6,imagesFer/9229.png,Training
6,imagesFer/9230.png,Training
5,imagesFer/9231.png,Training
2,imagesFer/9232.png,Training
0,imagesFer/9233.png,Training
0,imagesFer/9234.png,Training
6,imagesFer/9235.png,Training
6,imagesFer/9236.png,Training
0,imagesFer/9237.png,Training
4,imagesFer/9238.png,Training
0,imagesFer/9239.png,Training
2,imagesFer/9240.png,Training
0,imagesFer/9241.png,Training
3,imagesFer/9242.png,Training
6,imagesFer/9243.png,Training
4,imagesFer/9244.png,Training
0,imagesFer/9245.png,Training
3,imagesFer/9246.png,Training
5,imagesFer/9247.png,Training
3,imagesFer/9248.png,Training
0,imagesFer/9249.png,Training
6,imagesFer/9250.png,Training
2,imagesFer/9251.png,Training
6,imagesFer/9252.png,Training
4,imagesFer/9253.png,Training
6,imagesFer/9254.png,Training
3,imagesFer/9255.png,Training
4,imagesFer/9256.png,Training
3,imagesFer/9257.png,Training
0,imagesFer/9258.png,Training
6,imagesFer/9259.png,Training
2,imagesFer/9260.png,Training
2,imagesFer/9261.png,Training
6,imagesFer/9262.png,Training
0,imagesFer/9263.png,Training
3,imagesFer/9264.png,Training
6,imagesFer/9265.png,Training
0,imagesFer/9266.png,Training
4,imagesFer/9267.png,Training
3,imagesFer/9268.png,Training
3,imagesFer/9269.png,Training
4,imagesFer/9270.png,Training
5,imagesFer/9271.png,Training
3,imagesFer/9272.png,Training
6,imagesFer/9273.png,Training
3,imagesFer/9274.png,Training
0,imagesFer/9275.png,Training
6,imagesFer/9276.png,Training
4,imagesFer/9277.png,Training
3,imagesFer/9278.png,Training
3,imagesFer/9279.png,Training
4,imagesFer/9280.png,Training
2,imagesFer/9281.png,Training
4,imagesFer/9282.png,Training
4,imagesFer/9283.png,Training
3,imagesFer/9284.png,Training
0,imagesFer/9285.png,Training
3,imagesFer/9286.png,Training
2,imagesFer/9287.png,Training
6,imagesFer/9288.png,Training
0,imagesFer/9289.png,Training
3,imagesFer/9290.png,Training
2,imagesFer/9291.png,Training
6,imagesFer/9292.png,Training
0,imagesFer/9293.png,Training
3,imagesFer/9294.png,Training
6,imagesFer/9295.png,Training
3,imagesFer/9296.png,Training
1,imagesFer/9297.png,Training
3,imagesFer/9298.png,Training
2,imagesFer/9299.png,Training
3,imagesFer/9300.png,Training
3,imagesFer/9301.png,Training
2,imagesFer/9302.png,Training
6,imagesFer/9303.png,Training
6,imagesFer/9304.png,Training
6,imagesFer/9305.png,Training
2,imagesFer/9306.png,Training
5,imagesFer/9307.png,Training
4,imagesFer/9308.png,Training
5,imagesFer/9309.png,Training
3,imagesFer/9310.png,Training
3,imagesFer/9311.png,Training
3,imagesFer/9312.png,Training
2,imagesFer/9313.png,Training
6,imagesFer/9314.png,Training
3,imagesFer/9315.png,Training
2,imagesFer/9316.png,Training
0,imagesFer/9317.png,Training
3,imagesFer/9318.png,Training
3,imagesFer/9319.png,Training
5,imagesFer/9320.png,Training
3,imagesFer/9321.png,Training
3,imagesFer/9322.png,Training
2,imagesFer/9323.png,Training
6,imagesFer/9324.png,Training
2,imagesFer/9325.png,Training
3,imagesFer/9326.png,Training
4,imagesFer/9327.png,Training
3,imagesFer/9328.png,Training
2,imagesFer/9329.png,Training
3,imagesFer/9330.png,Training
0,imagesFer/9331.png,Training
3,imagesFer/9332.png,Training
2,imagesFer/9333.png,Training
5,imagesFer/9334.png,Training
6,imagesFer/9335.png,Training
4,imagesFer/9336.png,Training
5,imagesFer/9337.png,Training
4,imagesFer/9338.png,Training
3,imagesFer/9339.png,Training
4,imagesFer/9340.png,Training
3,imagesFer/9341.png,Training
0,imagesFer/9342.png,Training
1,imagesFer/9343.png,Training
3,imagesFer/9344.png,Training
0,imagesFer/9345.png,Training
2,imagesFer/9346.png,Training
3,imagesFer/9347.png,Training
4,imagesFer/9348.png,Training
6,imagesFer/9349.png,Training
3,imagesFer/9350.png,Training
0,imagesFer/9351.png,Training
3,imagesFer/9352.png,Training
2,imagesFer/9353.png,Training
5,imagesFer/9354.png,Training
6,imagesFer/9355.png,Training
6,imagesFer/9356.png,Training
0,imagesFer/9357.png,Training
3,imagesFer/9358.png,Training
2,imagesFer/9359.png,Training
6,imagesFer/9360.png,Training
3,imagesFer/9361.png,Training
6,imagesFer/9362.png,Training
6,imagesFer/9363.png,Training
3,imagesFer/9364.png,Training
5,imagesFer/9365.png,Training
1,imagesFer/9366.png,Training
5,imagesFer/9367.png,Training
2,imagesFer/9368.png,Training
2,imagesFer/9369.png,Training
2,imagesFer/9370.png,Training
3,imagesFer/9371.png,Training
3,imagesFer/9372.png,Training
3,imagesFer/9373.png,Training
4,imagesFer/9374.png,Training
2,imagesFer/9375.png,Training
3,imagesFer/9376.png,Training
2,imagesFer/9377.png,Training
5,imagesFer/9378.png,Training
3,imagesFer/9379.png,Training
5,imagesFer/9380.png,Training
6,imagesFer/9381.png,Training
4,imagesFer/9382.png,Training
0,imagesFer/9383.png,Training
5,imagesFer/9384.png,Training
3,imagesFer/9385.png,Training
3,imagesFer/9386.png,Training
4,imagesFer/9387.png,Training
3,imagesFer/9388.png,Training
0,imagesFer/9389.png,Training
6,imagesFer/9390.png,Training
4,imagesFer/9391.png,Training
3,imagesFer/9392.png,Training
4,imagesFer/9393.png,Training
5,imagesFer/9394.png,Training
4,imagesFer/9395.png,Training
6,imagesFer/9396.png,Training
4,imagesFer/9397.png,Training
0,imagesFer/9398.png,Training
0,imagesFer/9399.png,Training
0,imagesFer/9400.png,Training
3,imagesFer/9401.png,Training
3,imagesFer/9402.png,Training
0,imagesFer/9403.png,Training
0,imagesFer/9404.png,Training
4,imagesFer/9405.png,Training
4,imagesFer/9406.png,Training
3,imagesFer/9407.png,Training
4,imagesFer/9408.png,Training
6,imagesFer/9409.png,Training
6,imagesFer/9410.png,Training
3,imagesFer/9411.png,Training
3,imagesFer/9412.png,Training
4,imagesFer/9413.png,Training
6,imagesFer/9414.png,Training
6,imagesFer/9415.png,Training
3,imagesFer/9416.png,Training
0,imagesFer/9417.png,Training
0,imagesFer/9418.png,Training
4,imagesFer/9419.png,Training
6,imagesFer/9420.png,Training
5,imagesFer/9421.png,Training
6,imagesFer/9422.png,Training
0,imagesFer/9423.png,Training
3,imagesFer/9424.png,Training
3,imagesFer/9425.png,Training
3,imagesFer/9426.png,Training
6,imagesFer/9427.png,Training
5,imagesFer/9428.png,Training
3,imagesFer/9429.png,Training
6,imagesFer/9430.png,Training
0,imagesFer/9431.png,Training
2,imagesFer/9432.png,Training
4,imagesFer/9433.png,Training
6,imagesFer/9434.png,Training
3,imagesFer/9435.png,Training
2,imagesFer/9436.png,Training
3,imagesFer/9437.png,Training
6,imagesFer/9438.png,Training
6,imagesFer/9439.png,Training
2,imagesFer/9440.png,Training
6,imagesFer/9441.png,Training
3,imagesFer/9442.png,Training
0,imagesFer/9443.png,Training
6,imagesFer/9444.png,Training
4,imagesFer/9445.png,Training
2,imagesFer/9446.png,Training
3,imagesFer/9447.png,Training
4,imagesFer/9448.png,Training
5,imagesFer/9449.png,Training
5,imagesFer/9450.png,Training
6,imagesFer/9451.png,Training
0,imagesFer/9452.png,Training
6,imagesFer/9453.png,Training
4,imagesFer/9454.png,Training
3,imagesFer/9455.png,Training
4,imagesFer/9456.png,Training
4,imagesFer/9457.png,Training
0,imagesFer/9458.png,Training
4,imagesFer/9459.png,Training
1,imagesFer/9460.png,Training
0,imagesFer/9461.png,Training
5,imagesFer/9462.png,Training
4,imagesFer/9463.png,Training
1,imagesFer/9464.png,Training
4,imagesFer/9465.png,Training
6,imagesFer/9466.png,Training
5,imagesFer/9467.png,Training
0,imagesFer/9468.png,Training
3,imagesFer/9469.png,Training
2,imagesFer/9470.png,Training
3,imagesFer/9471.png,Training
1,imagesFer/9472.png,Training
6,imagesFer/9473.png,Training
2,imagesFer/9474.png,Training
0,imagesFer/9475.png,Training
3,imagesFer/9476.png,Training
6,imagesFer/9477.png,Training
5,imagesFer/9478.png,Training
6,imagesFer/9479.png,Training
4,imagesFer/9480.png,Training
6,imagesFer/9481.png,Training
3,imagesFer/9482.png,Training
2,imagesFer/9483.png,Training
6,imagesFer/9484.png,Training
0,imagesFer/9485.png,Training
3,imagesFer/9486.png,Training
3,imagesFer/9487.png,Training
5,imagesFer/9488.png,Training
2,imagesFer/9489.png,Training
6,imagesFer/9490.png,Training
4,imagesFer/9491.png,Training
4,imagesFer/9492.png,Training
6,imagesFer/9493.png,Training
6,imagesFer/9494.png,Training
6,imagesFer/9495.png,Training
3,imagesFer/9496.png,Training
3,imagesFer/9497.png,Training
4,imagesFer/9498.png,Training
5,imagesFer/9499.png,Training
2,imagesFer/9500.png,Training
0,imagesFer/9501.png,Training
2,imagesFer/9502.png,Training
5,imagesFer/9503.png,Training
1,imagesFer/9504.png,Training
0,imagesFer/9505.png,Training
5,imagesFer/9506.png,Training
6,imagesFer/9507.png,Training
4,imagesFer/9508.png,Training
3,imagesFer/9509.png,Training
2,imagesFer/9510.png,Training
6,imagesFer/9511.png,Training
0,imagesFer/9512.png,Training
2,imagesFer/9513.png,Training
3,imagesFer/9514.png,Training
2,imagesFer/9515.png,Training
3,imagesFer/9516.png,Training
4,imagesFer/9517.png,Training
3,imagesFer/9518.png,Training
4,imagesFer/9519.png,Training
5,imagesFer/9520.png,Training
5,imagesFer/9521.png,Training
6,imagesFer/9522.png,Training
3,imagesFer/9523.png,Training
2,imagesFer/9524.png,Training
2,imagesFer/9525.png,Training
0,imagesFer/9526.png,Training
2,imagesFer/9527.png,Training
0,imagesFer/9528.png,Training
6,imagesFer/9529.png,Training
0,imagesFer/9530.png,Training
3,imagesFer/9531.png,Training
3,imagesFer/9532.png,Training
2,imagesFer/9533.png,Training
3,imagesFer/9534.png,Training
0,imagesFer/9535.png,Training
0,imagesFer/9536.png,Training
5,imagesFer/9537.png,Training
3,imagesFer/9538.png,Training
0,imagesFer/9539.png,Training
4,imagesFer/9540.png,Training
5,imagesFer/9541.png,Training
3,imagesFer/9542.png,Training
6,imagesFer/9543.png,Training
2,imagesFer/9544.png,Training
3,imagesFer/9545.png,Training
5,imagesFer/9546.png,Training
3,imagesFer/9547.png,Training
4,imagesFer/9548.png,Training
4,imagesFer/9549.png,Training
6,imagesFer/9550.png,Training
5,imagesFer/9551.png,Training
0,imagesFer/9552.png,Training
0,imagesFer/9553.png,Training
4,imagesFer/9554.png,Training
0,imagesFer/9555.png,Training
3,imagesFer/9556.png,Training
2,imagesFer/9557.png,Training
6,imagesFer/9558.png,Training
6,imagesFer/9559.png,Training
5,imagesFer/9560.png,Training
4,imagesFer/9561.png,Training
3,imagesFer/9562.png,Training
0,imagesFer/9563.png,Training
6,imagesFer/9564.png,Training
0,imagesFer/9565.png,Training
0,imagesFer/9566.png,Training
0,imagesFer/9567.png,Training
4,imagesFer/9568.png,Training
4,imagesFer/9569.png,Training
3,imagesFer/9570.png,Training
3,imagesFer/9571.png,Training
4,imagesFer/9572.png,Training
2,imagesFer/9573.png,Training
4,imagesFer/9574.png,Training
2,imagesFer/9575.png,Training
4,imagesFer/9576.png,Training
